"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","W4Efsd 8","W4Efsd 9","FQ2IWe src","ah5Ghc","W6VQef","M4A5Cf","ah5Ghc 2","fontBodyMedium","EgL07d src","R8c4Qb"
"https://www.google.com/maps/place/sai+associates/data=!4m7!3m6!1s0x3bd1d744cf36106b:0x9709103bdcad1c0b!8m2!3d19.1785151!4d77.2887486!16s%2Fg%2F11rr4z7ltj!19sChIJaxA2z0TX0TsRCxyt3DsQCZc?authuser=0&hl=en&rclk=1","sai associates","","","·","Engineering consultant","·","57HQ+CF5","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Super+Engineering+works/data=!4m7!3m6!1s0x3bd1d68defd866e1:0x10b67462803ce5d0!8m2!3d19.1830705!4d77.3046094!16s%2Fg%2F11gd7n72d8!19sChIJ4WbY743W0TsR0OU8gGJ0thA?authuser=0&hl=en&rclk=1","Super Engineering works","4.8","(6)","·","Welding supply store","·","Sahyug nagar corner, Workshop Rd","·","","Open","⋅ Closes 11PM","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Dept+Of+Instrumentation+Engineering+%2Bdepartment+of+electrical+engineering/data=!4m7!3m6!1s0x3bce29f093cd40a1:0x3f4d09c0b714d4e9!8m2!3d19.1118928!4d77.2942036!16s%2Fg%2F11fx9258fg!19sChIJoUDNk_ApzjsR6dQUt8AJTT8?authuser=0&hl=en&rclk=1","Dept Of Instrumentation Engineering +department of electrical engineering","4.1","(8)","·","College","·","476V+QM4","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Shree+Ganesh+Engineers/data=!4m7!3m6!1s0x3bce28350d1745b3:0xc312e3aa33abb9e0!8m2!3d19.1057614!4d77.3347532!16s%2Fg%2F12hmp6rpm!19sChIJs0UXDTUozjsR4LmrM6rjEsM?authuser=0&hl=en&rclk=1","Shree Ganesh Engineers","2.5","(4)","·","Manufacturer","·","plot No.t, 80","·","·","Closed","⋅ Opens 9AM Sat","098900 30081","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Vijay+Engineering+Services/data=!4m7!3m6!1s0x3bd1d68b596f7dc1:0xda59368e6ef647bb!8m2!3d19.177927!4d77.3085121!16s%2Fg%2F11c532lzxl!19sChIJwX1vWYvW0TsRu0f2bo42Wdo?authuser=0&hl=en&rclk=1","Vijay Engineering Services","5.0","(2)","·","Pipe supplier","·","58H5+5CC, Mahalakshmi Complex, Uday Nagar, Bhagya Nagar Road","·","·","Closed","⋅ Opens 9:30AM Sat","094228 70371","","Delivery","·","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Nadeem+contraction/data=!4m7!3m6!1s0x3bd1d7a8e1a0e253:0x3ebbc9198ded9000!8m2!3d19.1484785!4d77.3200964!16s%2Fg%2F11hf2kjlyc!19sChIJU-Kg4ajX0TsRAJDtjRnJuz4?authuser=0&hl=en&rclk=1","Nadeem contraction","","","·","Civil engineer","·","","","","Open 24 hours","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/GDG+consulting+engineer/data=!4m7!3m6!1s0x3bd1d7c79909c5f1:0xf61df872f5325cae!8m2!3d19.1712369!4d77.3290511!16s%2Fg%2F11qn83nd2f!19sChIJ8cUJmcfX0TsRrlwy9XL4HfY?authuser=0&hl=en&rclk=1","GDG consulting engineer","3.7","(3)","·","Construction and maintenance office","·","","","","Closed","⋅ Opens 9:30AM Sat","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/OM+INFRA+ENGINEERS+%26+CONSULTANTS/data=!4m7!3m6!1s0x3bd1d754b08d20ef:0xea9ca6d9171e4845!8m2!3d19.1720004!4d77.3124236!16s%2Fg%2F11rklxxskv!19sChIJ7yCNsFTX0TsRRUgeF9mmnOo?authuser=0&hl=en&rclk=1","OM INFRA ENGINEERS & CONSULTANTS","","","·","Real Estate Builders & Construction Company","·","Shop No.02, beside Krishna Coaching Classes, near Yashwant College","·","","Closed","⋅ Opens 10:30AM Sat","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Mastan+Engineering+%26+Electrical/data=!4m7!3m6!1s0x3bd1d64f779f0ba3:0x10686652f6fba70c!8m2!3d19.1585685!4d77.3217568!16s%2Fg%2F11c1g623z5!19sChIJowufd0_W0TsRDKf79lJmaBA?authuser=0&hl=en&rclk=1","Mastan Engineering & Electrical","4.5","(2)","·","Electrical engineer","·","585C+CPC, Behind Ridewell Hero Agency, Hyderabad Road","·","·","Closed","⋅ Opens 9AM Sat","02462 233 218","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/J+D+Engineering+Works/data=!4m7!3m6!1s0x3bd1d7b3bdc15701:0x206140f76eec21d8!8m2!3d19.1753842!4d77.3243915!16s%2Fg%2F11rmnn_ftf!19sChIJAVfBvbPX0TsR2CHsbvdAYSA?authuser=0&hl=en&rclk=1","J D Engineering Works","","","·","Electric Consultant","·","Shop No 1 Oposite City Pride Hotel, Hingoli - Kalamnuri - Nanded Rd","·","084219 27869","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Deshmukh+Asossiate/data=!4m7!3m6!1s0x3bd1d78cc13caec1:0x7af96fa8adc7f697!8m2!3d19.169734!4d77.3015687!16s%2Fg%2F11t34nzdgz!19sChIJwa48wYzX0TsRl_bHrahv-Xo?authuser=0&hl=en&rclk=1","Deshmukh Asossiate","","","·","Civil engineer","·","Aditya construction Contractar","·","","Open 24 hours","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/S.R.ASSOCIATES,Architect+%26+Civil+Engineer/data=!4m7!3m6!1s0x3bd1d64ab132c2bf:0xd243dce743f9eb7f!8m2!3d19.1513063!4d77.3319226!16s%2Fg%2F11c1vp7jn1!19sChIJv8IysUrW0TsRf-v5Q-fcQ9I?authuser=0&hl=en&rclk=1","S.R.ASSOCIATES,Architect & Civil Engineer","4.7","(3)","·","Corporate office","·","9, Degloor Naka Rd","·","Closed","⋅ Opens 9:30AM Sat","·","081497 10830","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Square+engineering/data=!4m7!3m6!1s0x3bd1d7f78a1176f9:0xaca548c15b7c14fa!8m2!3d19.15862!4d77.3285021!16s%2Fg%2F11h90dk47n!19sChIJ-XYRivfX0TsR-hR8W8FIpaw?authuser=0&hl=en&rclk=1","Square engineering","5.0","(2)","·","Machine construction","·","Tipu sultaan road,near guljaarbagh galli no 5, near barkat complex","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Avinash+Automobile/data=!4m7!3m6!1s0x3bd1d7359f70afa3:0xc797689eb1158aa2!8m2!3d19.1862133!4d77.2961097!16s%2Fg%2F11q1vmsccg!19sChIJo69wnzXX0TsRoooVsZ5ol8c?authuser=0&hl=en&rclk=1","Avinash Automobile","","","·","Mechanical engineer","·","57PW+FCQ, Canol Rd","·","","Closed","⋅ Opens 12AM Sun","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Usha+electrical+and+engineering+works/data=!4m7!3m6!1s0x3bce2999a169989d:0x1c138adc130dd7a3!8m2!3d19.1201542!4d77.3268033!16s%2Fg%2F11ryyl7z97!19sChIJnZhpoZkpzjsRo9cNE9yKExw?authuser=0&hl=en&rclk=1","Usha electrical and engineering works","","","·","Electrical engineer","·","Dairy road, MIDC Rd","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Padhye+Engineers/data=!4m7!3m6!1s0x3bd1d7259ad9632b:0x24f90e8c85208834!8m2!3d19.1713045!4d77.317985!16s%2Fg%2F11pd1hjbkd!19sChIJK2PZmiXX0TsRNIgghYwO-SQ?authuser=0&hl=en&rclk=1","Padhye Engineers","","","·","Consultant","·","Bus Stop, Shop No.1 Anand Nagar Road , Sharda Nagar Bus Stop","·","096652 86896","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Puna+Engineering+Wark/data=!4m7!3m6!1s0x3bd1d7b910f6f0b5:0xfe35113d48836c01!8m2!3d19.159166!4d77.3114565!16s%2Fg%2F11n0bkpx05!19sChIJtfD2ELnX0TsRAWyDSD0RNf4?authuser=0&hl=en&rclk=1","Puna Engineering Wark","3.0","(4)","·","Tool repair shop","·","puna engineering, Railway Station - Bafna Rd","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Shri+Mahalaxmi+Fabrication+And+Engineering+Workshop/data=!4m7!3m6!1s0x3bd1d649b432231b:0xeae0fc77b5684800!8m2!3d19.1518102!4d77.324135!16s%2Fg%2F11c52y3h70!19sChIJGyMytEnW0TsRAEhotXf84Oo?authuser=0&hl=en&rclk=1","Shri Mahalaxmi Fabrication And Engineering Workshop","","","·","Fabrication Engineer","·","Shop No.44, Opp. Shakti Nagar, Bala Mardane Market, Baghar Line","·","·","Closed","⋅ Opens 9AM Sat","080073 55335","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Ezee+Constructions/data=!4m7!3m6!1s0x3bd1d7e86f3f81a7:0x6ead4972d61c9cb!8m2!3d19.1848095!4d77.292283!16s%2Fg%2F11sm7s8gpv!19sChIJp4E_b-jX0TsRy8lhLZfU6gY?authuser=0&hl=en&rclk=1","Ezee Constructions","","","·","Civil engineering company","·","shop no. 12, Chatrapati chowk, Opp neveedem hotel Pawde plaza underground floor","·","Closed","⋅ Opens 11:30AM Sat","","","","","","","","No reviews","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Padmavati+Engineering+Works+T+22%2F7/data=!4m7!3m6!1s0x3bce29ba81d94e4d:0x4225a7ee9651c3a9!8m2!3d19.1038039!4d77.3316104!16s%2Fg%2F11rbjt4frh!19sChIJTU7ZgbopzjsRqcNRlu6nJUI?authuser=0&hl=en&rclk=1","Padmavati Engineering Works T 22/7","5.0","(2)","·","Manufacturer","·","T 22/7","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/someshwar+engineers/data=!4m7!3m6!1s0x3bce29ca87fe5421:0x9dc7e1b4b5538318!8m2!3d19.1044411!4d77.329534!16s%2Fg%2F11gb3z351r!19sChIJIVT-h8opzjsRGINTtbThx50?authuser=0&hl=en&rclk=1","someshwar engineers","5.0","(1)","·","Corporate office","·","Unnamed Road, MIDC, 431603","·","246231422","","","","","""someshwar engineers, Unnamed Road, MIDC, 431603, MIDC Nandad, Nanded,""","·","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/MD+Civil+%26+Structural+Engineer/data=!4m7!3m6!1s0x3bd1d747ec4a4cfb:0x6fe015a594f49b78!8m2!3d19.2005153!4d77.3025567!16s%2Fg%2F11s377zhwb!19sChIJ-0xK7EfX0TsReJv0lKUV4G8?authuser=0&hl=en&rclk=1","MD Civil & Structural Engineer","","","·","Real Estate Builders & Construction Company","·","Plot No. 34, Khandoba Chowk, Sai Park, Shiv Rd, near Balaji Chips Godown","·","·","Closed","⋅ Opens 9AM Sat","097669 11877","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/BUILDCON+ENGINEERS+NANDED/data=!4m7!3m6!1s0x3bd1d7053fd21891:0xee39836f639eff74!8m2!3d19.1676401!4d77.3320759!16s%2Fg%2F11sgk_3swv!19sChIJkRjSPwXX0TsRdP-eY2-DOe4?authuser=0&hl=en&rclk=1","BUILDCON ENGINEERS NANDED","","","·","Home builder","·","Maltekri Rd","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Padhye+Construction+and+Consultancy+Services/data=!4m7!3m6!1s0x3bd1d78a4623fa31:0x6a02316ee8d8872e!8m2!3d19.171158!4d77.318037!16s%2Fg%2F11g_v6tmv9!19sChIJMfojRorX0TsRLofY6G4xAmo?authuser=0&hl=en&rclk=1","Padhye Construction and Consultancy Services","4.8","(5)","·","Construction and maintenance office","·","Bus Stop, Sharda Nagar, Main Road","·","Closed","⋅ Opens 9AM Sat","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Ashok+Engineering+And+Fabrication/data=!4m7!3m6!1s0x3bce283aafa9c2f7:0xe18238b26c654cbf!8m2!3d19.1159578!4d77.3444455!16s%2Fg%2F11cs0b1s34!19sChIJ98KprzoozjsRv0xlbLI4guE?authuser=0&hl=en&rclk=1","Ashok Engineering And Fabrication","","","·","Fabrication Engineer","·","488V+9QP, Chanda Singh, Hyderabad Road","·","·","Closed","⋅ Opens 9AM Sat","095276 65505","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Suvidha+Construction+Services/data=!4m7!3m6!1s0x3bd1d7198d34a8bd:0xc311751359fc0ae6!8m2!3d19.1575579!4d77.3098431!16s%2Fg%2F11fqzs4vcs!19sChIJvag0jRnX0TsR5gr8WRN1EcM?authuser=0&hl=en&rclk=1","Suvidha Construction Services","","","·","Civil engineering company","·","Shop No. 49. First Floor, Sanam Prestige, Railway Station Rd","·","","Closed","⋅ Opens 10:30AM Sat","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/JANGID+BROTHERS+DEVELOPERS+%26+ENGINEERS/data=!4m7!3m6!1s0x3bd1d7b6e8bf3a63:0xba3d179cfec505fb!8m2!3d19.176097!4d77.3255785!16s%2Fg%2F11tdmbz61f!19sChIJYzq_6LbX0TsR-wXF_pwXPbo?authuser=0&hl=en&rclk=1","JANGID BROTHERS DEVELOPERS & ENGINEERS","","","·","Contractor","·","58GG+G5V, New Hingoli-Nagpur Rd","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Creative+Structures+Engineering+Pvt+Ltd/data=!4m7!3m6!1s0x3bce2a3ce92d2cd7:0xc58aa7e607ae200f!8m2!3d19.109783!4d77.2893617!16s%2Fg%2F11ddwv57hw!19sChIJ1ywt6TwqzjsRDyCuB-anisU?authuser=0&hl=en&rclk=1","Creative Structures Engineering Pvt Ltd","5.0","(3)","·","Manufacturer","·","475Q+WP9, near Horizon International School","·","Closed","⋅ Opens 10AM Sat","·","092257 50138","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/AM+Architects/data=!4m7!3m6!1s0x3bd1d68c0f4f05c3:0xdbc099c36f8db7f6!8m2!3d19.178367!4d77.304499!16s%2Fg%2F11c53scdp4!19sChIJwwVPD4zW0TsR9reNb8OZwNs?authuser=0&hl=en&rclk=1","AM Architects","4.8","(23)","·","Architect","·","Raj Mohammed Complex, Block No.6 & 7 Underground","·","·","Closed","⋅ Opens 10AM Sat","080070 70705","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/MS+Associates+Architect+%26+Engineer/data=!4m7!3m6!1s0x3bd1d71bd79a260d:0xbd5629172777a250!8m2!3d19.1692365!4d77.3050404!16s%2Fg%2F11rr74fhkl!19sChIJDSaa1xvX0TsRUKJ3JxcpVr0?authuser=0&hl=en&rclk=1","MS Associates Architect & Engineer","","","·","Home builder","·","Shop no 6, ITI Corner, below Taj patil Hotel","·","","Closed","⋅ Opens 10AM Sat","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/M+SONS+ENGINEERING+AND+CONSTRUCTION/data=!4m7!3m6!1s0x3bd1d7ec6d5a5353:0x8ceb67e17eada9b3!8m2!3d19.1557556!4d77.2973828!16s%2Fg%2F11slrzly10!19sChIJU1NabezX0TsRs6mtfuFn64w?authuser=0&hl=en&rclk=1","M SONS ENGINEERING AND CONSTRUCTION","","","·","General contractor","·","Shop No 1, M Sons Engineer And Construction, Waghi Rd","·","089830 16382","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Prince+engineering+works/data=!4m7!3m6!1s0x3bce29620e38c14d:0xaa5d57acccb38732!8m2!3d19.118361!4d77.3388573!16s%2Fg%2F11s4_v0q0w!19sChIJTcE4DmIpzjsRMoezzKxXXao?authuser=0&hl=en&rclk=1","Prince engineering works","","","·","Welder","·","489Q+8GX","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Pioneer+Planners/data=!4m7!3m6!1s0x3bd1d6619dff4b6f:0xa41fc08e1c083d89!8m2!3d19.169233!4d77.3047781!16s%2Fg%2F11crst24jd!19sChIJb0v_nWHW0TsRiT0IHI7AH6Q?authuser=0&hl=en&rclk=1","Pioneer Planners","5.0","(2)","·","Architect","·","D-6, Vishnu Complex, V.I.P Road","·","·","Closed","⋅ Opens 10AM Sat","02462 250 619","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/ABDUL+WAJEED+ENGINEER/data=!4m7!3m6!1s0x3bce29cb581b7635:0x9ae8574d4dc512b0!8m2!3d19.1269025!4d77.3491419!16s%2Fg%2F11slpp292y!19sChIJNXYbWMspzjsRsBLFTU1X6Jo?authuser=0&hl=en&rclk=1","ABDUL WAJEED ENGINEER","","","·","Electrical engineer","·","Plot no91, back side of darul uloom, adnan garden","","","","","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Sharda+electrical+and+contractor/data=!4m7!3m6!1s0x3bd1d7a89fc3c741:0x9da48c892dbd11b7!8m2!3d19.1635813!4d77.317693!16s%2Fg%2F11kxrbk1d3!19sChIJQcfDn6jX0TsRtxG9LYmMpJ0?authuser=0&hl=en&rclk=1","Sharda electrical and contractor","4.7","(3)","·","Electrical installation service","·","Town Market Society Anna bhau Sathe Chowk Dattanagar Road","·","","Open 24 hours","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Siddiq+Engineering+%26+Fabrication+Works/data=!4m7!3m6!1s0x3bce29d5e102fc49:0xda25dced0e7d130b!8m2!3d19.1257254!4d77.3269117!16s%2Fg%2F11c53232hl!19sChIJSfwC4dUpzjsRCxN9Du3cJdo?authuser=0&hl=en&rclk=1","Siddiq Engineering & Fabrication Works","","","·","Real Estate Builders & Construction Company","·","48GG+7QV, CIDCO Road, Doodh Dairy Cross Roads, opp. Hanuman Temple","·","·","Closed","⋅ Opens 9AM Sat","090112 03754","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Matoshri+Pratishthan+Group+of+Institutions/data=!4m7!3m6!1s0x3bce29f6fffffffd:0xf705e1b2a364d350!8m2!3d19.089469!4d77.2543895!16s%2Fg%2F11h18r6c8!19sChIJ_f____YpzjsRUNNko7LhBfc?authuser=0&hl=en&rclk=1","Matoshri Pratishthan Group of Institutions","3.5","(233)","·","Engineering school","·","37Q3+QQJ, Jijau Nagar, Latur Nanded Highway, Khupsarwadi, Post","·","Closed","⋅ Opens 9AM Sat","·","086004 06951","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Shweta+Electrical+%26+Electronics,+Nanded/data=!4m7!3m6!1s0x3bd1d78b4724f0f3:0x9dc1c2b880116a48!8m2!3d19.1830302!4d77.292255!16s%2Fg%2F11fpt3zpjk!19sChIJ8_AkR4vX0TsRSGoRgLjCwZ0?authuser=0&hl=en&rclk=1","Shweta Electrical & Electronics, Nanded","5.0","(1)","·","Electrical engineer","·","Sattabai Niwas, Plot No. 61, Purna Road, Chhatrapati Chowk to Kabra Nagar Rd, behind Ashirwad Garden","·","Open","⋅ Closes 12AM","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Naturral+Designs+Architects/data=!4m7!3m6!1s0x3bd1d69b38af4267:0x521df6485d686c2a!8m2!3d19.1780347!4d77.3084039!16s%2Fg%2F11df7kb83r!19sChIJZ0KvOJvW0TsRKmxoXUj2HVI?authuser=0&hl=en&rclk=1","Naturral Designs Architects","5.0","(4)","·","Architect","·","Mahalakshmi Complex, behind Vijay engineering works, Bhagya Nagar Road, near prestige showroom","·","Closed","⋅ Opens 10AM Sat","·","099234 18241","","On-site services","·","·","Online appointments","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Raghavendra+Construction+Company+Nanded/data=!4m7!3m6!1s0x3bd1d73ddfe6ebc3:0x26b244430a4747e4!8m2!3d19.1911793!4d77.2873696!16s%2Fg%2F11qqlw8vxk!19sChIJw-vm3z3X0TsR5EdHCkNEsiY?authuser=0&hl=en&rclk=1","Raghavendra Construction Company Nanded","5.0","(12)","·","Real Estate Builders & Construction Company","·","Radhe madhav plaza near chandoji pawade function hall Canal road, D Mart Rd","·","Closed","⋅ Opens 10AM Sat","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/K.G.N+welding+work+shop/data=!4m7!3m6!1s0x3bd1d7dea3e7967d:0xe1ede4bd56fc754d!8m2!3d19.1342275!4d77.3269789!16s%2Fg%2F11nwg4n5xb!19sChIJfZbno97X0TsRTXX8Vr3k7eE?authuser=0&hl=en&rclk=1","K.G.N welding work shop","5.0","(2)","·","Home builder","·","48MG+MQX, Road No. 2","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Reshma+Gas+Welding+and+Engineering+Works/data=!4m7!3m6!1s0x3bd1d7a8fc299861:0x2e26d8e692f6d026!8m2!3d19.1776755!4d77.3042522!16s%2Fg%2F11gh_b_l7b!19sChIJYZgp_KjX0TsRJtD2kubYJi4?authuser=0&hl=en&rclk=1","Reshma Gas Welding and Engineering Works","4.0","(1)","·","Welder","·","58H3+3PC, Shri Nagar, Nizam Colony،","","","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Nageshwar+Associates/data=!4m7!3m6!1s0x3bd1d644eaae1367:0xfd30f5362e5d59d5!8m2!3d19.1598031!4d77.3166741!16s%2Fg%2F11cpfp3st2!19sChIJZxOu6kTW0TsR1VldLjb1MP0?authuser=0&hl=en&rclk=1","Nageshwar Associates","5.0","(2)","·","Architect","·","Near Anuradha Palace, Bafana Road, Venkatesh Nagar","·","·","Closed","⋅ Opens 10AM Sat","096378 81309","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/SAMRAT+ELECTRICAL/data=!4m7!3m6!1s0x3bd1d7136e455ac7:0x620ce753e36c414c!8m2!3d19.1506905!4d77.3146238!16s%2Fg%2F11rylkrp75!19sChIJx1pFbhPX0TsRTEFs41PnDGI?authuser=0&hl=en&rclk=1","SAMRAT ELECTRICAL","5.0","(1)","·","Electric Consultant","·","Shop No. 4 Gurukrupa Market Mahaveer Chowk G. G. Road","·","094225 40698","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Unit+engineering+works/data=!4m7!3m6!1s0x3bd1d772f13b5b81:0xd1f3d0364d5e1f34!8m2!3d19.1643868!4d77.3232059!16s%2Fg%2F11s7vn3hvf!19sChIJgVs78XLX0TsRNB9eTTbQ89E?authuser=0&hl=en&rclk=1","Unit engineering works","5.0","(1)","·","Engine Rebuilding Service Station","·","587F+Q74","·","Closed","⋅ Opens 10AM Sat","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/Electrical+Engineering+Department/data=!4m7!3m6!1s0x3bce29f09271ae51:0x75657de03db4245e!8m2!3d19.111817!4d77.2943427!16s%2Fg%2F11b5pjmzl1!19sChIJUa5xkvApzjsRXiS0PeB9ZXU?authuser=0&hl=en&rclk=1","Electrical Engineering Department","3.3","(10)","·","University","·","476V+PPG","","","","","","","","","","","","https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png","Website"
"https://www.google.com/maps/place/K.K.+Engineering+Works/data=!4m7!3m6!1s0x3bd1d6f8eddf83e9:0x3d298079387249d8!8m2!3d19.1753572!4d77.3246452!16s%2Fg%2F11c0xrk98r!19sChIJ6YPf7fjW0TsR2ElyOHmAKT0?authuser=0&hl=en&rclk=1","K.K. Engineering Works","1.5","(2)","·","Agricultural Product Wholesaler","·","58GF+4VR, Hingoli Road","·","095455 40999","","","","","","","","","","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
"https://www.google.com/maps/place/Gurupreet+singh+Engineer+%26+Contractor/data=!4m7!3m6!1s0x3bd1d790a752f7cb:0x7f6d1d933a8af813!8m2!3d19.1247342!4d77.290659!16s%2Fg%2F11t7rskthk!19sChIJy_dSp5DX0TsRE_iKOpMdbX8?authuser=0&hl=en&rclk=1","Gurupreet singh Engineer & Contractor","","","·","Contractor","·","47FQ+FXJ","·","","Closed","⋅ Opens 9AM Mon","","","","","","","No reviews","https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png","Directions"
