"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","W4Efsd 8","W4Efsd 9","FQ2IWe src","ah5Ghc","W6VQef","M4A5Cf","ah5Ghc 2","fontBodyMedium","EgL07d src","R8c4Qb"
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/The+Raymond+Shop/data=!4m7!3m6!1s0x3bd1d7f8fa379da5:0x31faf89b5d16f51b!8m2!3d19.1522996!4d77.3124542!16s%2Fg%2F11s0x3tn9h!19sChIJpZ03-vjX0TsRG_UWXZv4-jE?authuser=0&hl=en&rclk=1","The Raymond Shop","4.5","(4)","·","Clothing store","·","Chikhalwadi Corner, Gurudwara Rd, opp. Oriental Bank","·","Closed","⋅ Opens 10:30AM Sat","·","080077 77911","https://lh5.googleusercontent.com/p/AF1QipNElMJmj0Qhnlwvm1zdqiMqOaXgJeRveIw7RgM=w80-h106-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/King's+Collections/data=!4m7!3m6!1s0x3bd1d641ab107d27:0xcf81d57149bab95e!8m2!3d19.1523933!4d77.3120664!16s%2Fg%2F11cr_rxltm!19sChIJJ30Qq0HW0TsRXrm6SXHVgc8?authuser=0&hl=en&rclk=1","King's Collections","3.8","(304)","·","Clothing store","·","·","02462 240 206","Closes soon","⋅ 10:30PM ⋅ Opens 10:30AM Sat","","","https://lh5.googleusercontent.com/yLV2Fb9gO3poszYx1BgStd-tlo_Z0XFRiRDNRCBBQC0cqmRXx3qmyakBCgAhelUx=w163-h92-k-no","In-store shopping","·","·","Kerbside pickup","","",""
"https://www.google.com/maps/place/Panchsheel/data=!4m7!3m6!1s0x3bd1d68be67f5d93:0x92f2084eaf9c290!8m2!3d19.1768374!4d77.3042636!16s%2Fg%2F1hm2_jq39!19sChIJk11_5ovW0TsRkML56oQgLwk?authuser=0&hl=en&rclk=1","Panchsheel","3.8","(709)","·","Clothing store","·","·","02462 251 269","Closed","⋅ Opens 9AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipNtIpyIAE94xajqVjrc3YOzZcY2ejSxKcafbL3g=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Novelty+Cloth+Stores/data=!4m7!3m6!1s0x3bd1d7f34e836cd5:0x44b418e367a7f836!8m2!3d19.1532798!4d77.3114465!16s%2Fg%2F11pf3ph_mp!19sChIJ1WyDTvPX0TsRNvinZ-MYtEQ?authuser=0&hl=en&rclk=1","Novelty Cloth Stores","","","·","Clothing store","·","Shop No 1 Near Maroti Mandir Hanuman Peth Vazirabad","·","Closed","⋅ Opens 9AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipPVm2d8ktcavqju0LtDk_mxSR7xtu4qFsjbVHgN=w163-h92-k-no","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/Khoobsurat/data=!4m7!3m6!1s0x3bd1d64055bd2119:0x4dee2aa5f1fadf09!8m2!3d19.1530123!4d77.3096405!16s%2Fg%2F1hc85kzjp!19sChIJGSG9VUDW0TsRCd_68aUq7k0?authuser=0&hl=en&rclk=1","Khoobsurat","3.8","(148)","·","Clothing store","·","Tiranga Chowk, near dr. Bajaj hospital","·","Closed","⋅ Opens 10:30AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipNmBKyhCV7MsxQqMn0PWO8nIeK99LeSX1OEITT3=w80-h106-k-no","Delivery","·","","","","",""
"https://www.google.com/maps/place/Kumar+Readymade/data=!4m7!3m6!1s0x3bd1d68bcf3d0bd3:0xd88b45542830e214!8m2!3d19.1756838!4d77.3046193!16s%2Fg%2F1hm2h6k68!19sChIJ0ws9z4vW0TsRFOIwKFRFi9g?authuser=0&hl=en&rclk=1","Kumar Readymade","3.8","(188)","·","Clothing store","·","Workshop Rd","·","Closed","⋅ Opens 10AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipPCtV9L3XzLeG1D9crZdJhgJNaDc_kl_Ou_1egY=w122-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Gents/data=!4m7!3m6!1s0x3bd1d7f8d90d9d37:0x384c8a4b442fee6a!8m2!3d19.1511996!4d77.3137428!16s%2Fg%2F11fy56j_gp!19sChIJN50N2fjX0TsRau4vREuKTDg?authuser=0&hl=en&rclk=1","Gents","3.8","(95)","·","Clothing store","·","Pundlikwadi, Mahaveer chowk","·","Closed","⋅ Opens 10AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipPz1qFE26lnGrWwPvjZhK1PLJIYICqaQdPNCssU=w80-h106-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Allen+Solly/data=!4m7!3m6!1s0x3bd1d7fb60d8e6fb:0x414d5424e8738f7c!8m2!3d19.1293572!4d77.3087654!16s%2Fg%2F11gy2ycn5l!19sChIJ--bYYPvX0TsRfI9z6CRUTUE?authuser=0&hl=en&rclk=1","Allen Solly","5.0","(8)","·","Clothing store","·","48H5+PGR","·","Closes soon","⋅ 10PM ⋅ Opens 11AM Sat","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IAip5uu_9yMsGEiAk-LIew&cb_client=search.gws-prod.gps&w=80&h=92&yaw=52.4724&pitch=0&thumbfov=100","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Karan's+Gazab+Garments/data=!4m7!3m6!1s0x3bd1d641ae184979:0x780dc773afc35de8!8m2!3d19.1523854!4d77.3119051!16s%2Fg%2F1hdzgg5_8!19sChIJeUkYrkHW0TsR6F3Dr3PHDXg?authuser=0&hl=en&rclk=1","Karan's Gazab Garments","3.9","(49)","·","Clothing store","·","5826+XQ2, Khandelwal Plaza, Vazirabad, near King Collection","·","Closes soon","⋅ 10:30PM ⋅ Opens 10:30AM Sat","·","098236 35973","https://lh3.googleusercontent.com/whdh2nfT36RBPasngl22getp1INigiV0OpOnvTgnOI9R9RvRIbbfNFUyySIAXUQB=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Kesharlal+Babulal+Kasliwal/data=!4m7!3m6!1s0x3bd1d797d19681b3:0xfd2bcabe05b8e971!8m2!3d19.1483831!4d77.3205858!16s%2Fg%2F11rhyx9vvk!19sChIJs4GW0ZfX0TsRcem4Bb7KK_0?authuser=0&hl=en&rclk=1","Kesharlal Babulal Kasliwal","","","·","Clothing store","·","Kesharlal Babulal Kasliwal, Mahatma Gandhi Rd","·","","","077219 04335","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","·","Delivery","No reviews","",""
"https://www.google.com/maps/place/Rakhewars+Collection/data=!4m7!3m6!1s0x3bd1d7fe13cef063:0xb1e448f4c2b8eb7f!8m2!3d19.1413426!4d77.3069847!16s%2Fg%2F11q3lfzs0w!19sChIJY_DOE_7X0TsRf-u4wvRI5LE?authuser=0&hl=en&rclk=1","Rakhewars Collection","","","·","Clothing store","·","098601 51604","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/Kannawar+Mens+Wear/data=!4m7!3m6!1s0x3bd1d63888c0fb3f:0xebf8e41e2653a6e1!8m2!3d19.1489477!4d77.3176451!16s%2Fg%2F11b77k5cgr!19sChIJP_vAiDjW0TsR4aZTJh7k-Os?authuser=0&hl=en&rclk=1","Kannawar Mens Wear","4.3","(11)","·","Clothing store","·","6, Gurunanak Market, G G Road, Opp Hanuman Tekdi","·","Closed","⋅ Opens 10:45AM Sat","·","02462 246 955","https://lh5.googleusercontent.com/p/AF1QipN-Ge8JjWr3l8hbeA29BR3iM03TenayifdKAO4y=w122-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Roop+Sangam+Menswear/data=!4m7!3m6!1s0x3bd1d641eb788bd3:0xe915d163646de649!8m2!3d19.1539224!4d77.3107283!16s%2Fg%2F11cr_r6wfz!19sChIJ04t460HW0TsRSeZtZGPRFek?authuser=0&hl=en&rclk=1","Roop Sangam Menswear","4.8","(32)","·","Clothing store","·","Hanuman Mandir, opp. Marwadi Dharamshala","·","Closes soon","⋅ 10PM ⋅ Opens 10AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipMCoRrTwN0ArI1UzEX7D3g9cnrSn_n6o1MFWb-l=w80-h106-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Zeba+Cloth+Centre/data=!4m7!3m6!1s0x3bd1d636fbcd9673:0xa669c435f7d2e281!8m2!3d19.1468038!4d77.3243536!16s%2Fg%2F11c53rxrx8!19sChIJc5bN-zbW0TsRgeLS9zXEaaY?authuser=0&hl=en&rclk=1","Zeba Cloth Centre","4.2","(9)","·","Women's clothing store","·","48WF+PPH, Hyder Bagh St","·","Closed","⋅ Opens 11AM Sat","·","093703 70316","https://lh6.googleusercontent.com/BPcOPGSbEbFFpTxBch39YIuu0eMM3O9Rr5xeFDmF_JPioFZ_-lFGybGBqjZZr4M=w163-h92-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/Planet+Fashion/data=!4m7!3m6!1s0x3bd1d64094f27bbd:0xbaa058baa2d73114!8m2!3d19.150935!4d77.313224!16s%2Fg%2F11c1p5m2pw!19sChIJvXvylEDW0TsRFDHXorpYoLo?authuser=0&hl=en&rclk=1","Planet Fashion","4.0","(43)","·","Clothing store","·","Municipal No. 37645/37646, Pundilkwadi, Mahaveer Chowk.","·","Closes soon","⋅ 10PM ⋅ Opens 10:30AM Sat","·","02462 232 499","https://lh6.googleusercontent.com/UuLngpW8poYhZlExByNF9zF6YhjTAKF0gTRseTpcK1i5R4hsesnXXHm1ME16s9CZ=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Maharashtra+Cloth+Stores/data=!4m7!3m6!1s0x3bd1d637a71ccd4d:0xcb579f81453a2e2c!8m2!3d19.1473099!4d77.322885!16s%2Fg%2F11cryd1b48!19sChIJTc0cpzfW0TsRLC46RYGfV8s?authuser=0&hl=en&rclk=1","Maharashtra Cloth Stores","5.0","(2)","·","Women's clothing store","·","Shop No, 12 & 13, Mahatma Gandhi Rd, opposite Osman Medical","·","Closed","⋅ Opens 10AM Sat","·","02462 240 072","https://lh3.googleusercontent.com/9yrnRkjZ2BYIngTP7BSM19HsY6dqthEgXsG6f8CSRdX-FB_wxLmCtlywNorViBYL=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Hurne+Cloth+Centre/data=!4m7!3m6!1s0x3bd1d640e4a8eb57:0x2524c624e2066f52!8m2!3d19.1519163!4d77.3130967!16s%2Fg%2F11c53rsb0l!19sChIJV-uo5EDW0TsRUm8G4iTGJCU?authuser=0&hl=en&rclk=1","Hurne Cloth Centre","3.9","(13)","·","Men's clothing store","·","5827+Q69, Opposite Multipurpose High School","·","Closed","⋅ Opens 10:30AM Sat","·","099751 16839","https://lh6.googleusercontent.com/CyliFGL4K2ybLvJ2zOt6N3g-sJ5R2Gdg6m430tM0MI-VxHnVaI0BjKeEqWIuo9A=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Vijay+Cloth+Centre+and+saree+center/data=!4m7!3m6!1s0x3bd1d638856d76ef:0xeb7aebf034a2ba3!8m2!3d19.1489844!4d77.3174462!16s%2Fg%2F11b76n1m70!19sChIJ73ZthTjW0TsRoytKA7-utw4?authuser=0&hl=en&rclk=1","Vijay Cloth Centre and saree center","4.5","(21)","·","Clothing store","·","12-13-14,Guru Nanak Market Near Balaji Mandir-Hanuman Tekdi, Guru Gobind Singh Ji Rd","·","Closed","⋅ Opens 10AM Sat","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Kasliwal+Collection+(LAHANKAR)/data=!4m7!3m6!1s0x3bd1d68c19a6ed6d:0x24e8535931ad3566!8m2!3d19.1792003!4d77.3045128!16s%2Fg%2F11f4pgxs2c!19sChIJbe2mGYzW0TsRZjWtMVlT6CQ?authuser=0&hl=en&rclk=1","Kasliwal Collection (LAHANKAR)","3.8","(444)","·","Clothing store","·","Main Road, opp. nizam colony","·","Closes soon","⋅ 10PM ⋅ Opens 10:15AM Sat","·","094236 93646","https://lh5.googleusercontent.com/p/AF1QipNLG1Z4Zfhh673_2h1kTgTWbZI8RTK1GgvmhIhT=w122-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Jay+Narayan+Pandurang+Channawar/data=!4m7!3m6!1s0x3bd1d63828053109:0x932abb964c4c394a!8m2!3d19.1476909!4d77.3209183!16s%2Fg%2F11c1qwrh7b!19sChIJCTEFKDjW0TsRSjlMTJa7KpM?authuser=0&hl=en&rclk=1","Jay Narayan Pandurang Channawar","5.0","(3)","·","Clothing store","·","Mahatma Gandhi Rd","·","Closed","⋅ Opens 10AM Sat","·","094234 37833","https://lh5.googleusercontent.com/7RbCihqgNpNGFXbOHUa4yWkh3DkSOXlUMAfsEudq6C7I9UDB8dTkoUO2buvk39PM=w163-h92-k-no","In-store shopping","·","·","In-store pick-up","","",""
"https://www.google.com/maps/place/Shaily+Fashions+,+Nanded/data=!4m7!3m6!1s0x3bd1d721e9007239:0x92af47529345fc7d!8m2!3d19.1771114!4d77.3057676!16s%2Fg%2F11h1m9qh7n!19sChIJOXIA6SHX0TsRffxFk1JHr5I?authuser=0&hl=en&rclk=1","Shaily Fashions , Nanded","2.6","(26)","·","Clothing store","·","","","Closed","⋅ Opens 10AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipN6D7HMYXIpaj3kOMFfzGS8LduLncmJkJYyj4V1=w92-h92-k-no","In-store shopping","·","·","In-store pick-up","","",""
"https://www.google.com/maps/place/The+Arvind+Store/data=!4m7!3m6!1s0x3bd1d6389fda0d19:0x9ce07d97dfa7877a!8m2!3d19.1507828!4d77.3148867!16s%2Fg%2F1q6jh4z88!19sChIJGQ3anzjW0TsReoen35d94Jw?authuser=0&hl=en&rclk=1","The Arvind Store","3.4","(13)","·","Clothing store","·","M H No 3/5/311,312,313 & 314, CTS No.2672, G. G. Road, opp. Bank of Maharashtra","·","Closed","⋅ Opens 10AM Sat","·","02462 232 789","https://lh3.googleusercontent.com/-OhhIxisiApPxRjxAAuFr9OiCGCrJ2VPl89QtzI0rpYG-aTE-HPyfnL0OhKmfG66=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/The+Raymond+Shop/data=!4m7!3m6!1s0x3bd1d669b4be38d3:0x9c8b0e177a4fae95!8m2!3d19.1573852!4d77.3069137!16s%2Fg%2F11_qp1w3h!19sChIJ0zi-tGnW0TsRla5PehcOi5w?authuser=0&hl=en&rclk=1","The Raymond Shop","3.9","(119)","·","Clothing store","·","opp. KALA MANDIR GHAMODIA","·","Closed","⋅ Opens 10:30AM Sat","·","02462 244 632","https://lh5.googleusercontent.com/p/AF1QipPiMKTJges9TnmrmGcQL6qMNB9r_bfhXBVg5cz-=w80-h106-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/Deepak+Dresses+Nanded/data=!4m7!3m6!1s0x3bd1d637a7c39fc1:0x47d99f0e7d4e914!8m2!3d19.14727!4d77.3230199!16s%2Fg%2F11c1lxr2v3!19sChIJwZ_DpzfW0TsRFOnU5_CZfQQ?authuser=0&hl=en&rclk=1","Deepak Dresses Nanded","3.9","(51)","·","Men's clothing store","·","Shop No, 5, Mahatma Gandhi Rd, opposite Habib Talkies","·","Open","⋅ Closes 7:30AM Sat","·","098222 42018","https://lh5.googleusercontent.com/p/AF1QipNkQM9JKRBuDARA25qImL9KZ78fKEHGVbKuB2p9=w189-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/The+Raymond+Shop+(Kannawar+Enterprises)/data=!4m7!3m6!1s0x3bd1d74ef2fa7177:0xe5509e0000d2b6dd!8m2!3d19.1775933!4d77.304159!16s%2Fg%2F11mmc12zs1!19sChIJd3H68k7X0TsR3bbSAACeUOU?authuser=0&hl=en&rclk=1","The Raymond Shop (Kannawar Enterprises)","4.4","(38)","·","Clothing store","·","The Raymond Shop, Op. Prabhat Super Market","·","Closes soon","⋅ 10PM ⋅ Opens 10AM Sat","·","098909 66236","https://lh5.googleusercontent.com/p/AF1QipMtuJiumGM4aPW3E_e27voXEmFKnqkhImNqnJwc=w138-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Geeta+Garments/data=!4m7!3m6!1s0x3bd1d75cef8faaf5:0xd17df71ce3887e24!8m2!3d19.1531535!4d77.3109835!16s%2Fg%2F11rdb23dzr!19sChIJ9aqP71zX0TsRJH6I4xz3fdE?authuser=0&hl=en&rclk=1","Geeta Garments","","","·","Clothing store","·","Shop No 10 Station Road, near Marwadi Dharmshala","·","Closed","⋅ Opens 10AM Sat","·","094033 29178","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/GLAMOUR+CLOTH+STORE+%26+PARTH+COLLECTION/data=!4m7!3m6!1s0x3bd1d6f52eaaaaab:0x4536582085944572!8m2!3d19.1663524!4d77.3086657!16s%2Fg%2F11f1prz_69!19sChIJq6qqLvXW0TsRckWUhSBYNkU?authuser=0&hl=en&rclk=1","GLAMOUR CLOTH STORE & PARTH COLLECTION","4.0","(2)","·","Clothing store","·","Rd Number 26, opp. STADIUM","·","Closes soon","⋅ 10PM ⋅ Opens 11:30AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipOUeQtPx55djzPQHc-98VFQXbvlyqjnARBujCdS=w80-h106-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/Anokhi+Readymades/data=!4m7!3m6!1s0x3bd1d641bba54d2b:0xc17acc83112c1321!8m2!3d19.1530856!4d77.3113408!16s%2Fg%2F124s_1dd_!19sChIJK02lu0HW0TsRIRMsEYPMesE?authuser=0&hl=en&rclk=1","Anokhi Readymades","4.3","(59)","·","Women's clothing store","·","Subhash Rd","·","Closes soon","⋅ 10PM ⋅ Opens 11AM Sat","·","02462 234 345","https://lh5.googleusercontent.com/p/AF1QipOutrlTR3vv46TJfZ3D7UL7benQtHo83fXd39Zd=w122-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Pahnava/data=!4m7!3m6!1s0x3bd1d68c0fdc15a5:0x21fb512400d4317!8m2!3d19.1786728!4d77.3044152!16s%2Fg%2F11c1pv3lxg!19sChIJpRXcD4zW0TsRF0MNQBK1HwI?authuser=0&hl=en&rclk=1","Pahnava","3.5","(122)","·","Children's clothing store","·","Sumedh Complex","·","Closed","⋅ Opens 10:30AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipM9ECrY0kIQZ85_AN68h9aOx5NKd0KE-crIVpKf=w199-h92-k-no","In-store shopping","·","·","In-store pick-up","","",""
"https://www.google.com/maps/place/Fantoosh+Readymade/data=!4m7!3m6!1s0x3bd1d638854c48d1:0x68d7a0477c4be1bf!8m2!3d19.1490066!4d77.3173812!16s%2Fg%2F11cp7cynsv!19sChIJ0UhMhTjW0TsRv-FLfEeg12g?authuser=0&hl=en&rclk=1","Fantoosh Readymade","","","·","Clothing store","·","Shop No-15, Gurunanak Market, opp. Balaji Mandir","·","Closed","⋅ Opens 10:30AM Sat","·","098220 20508","https://lh5.googleusercontent.com/0pFxkawXl1m1Aj3wcjBXuMvaV_HjOvY_Nhg2AoNxG_Wcz7mF-VsgHolSGAqLjxWI=w163-h92-k-no","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/Krazy+Boutique/data=!4m7!3m6!1s0x3bd1d640fc45274d:0x9cd1cad998cd9e55!8m2!3d19.1520939!4d77.3126855!16s%2Fg%2F1hc37trkv!19sChIJTSdF_EDW0TsRVZ7NmNnK0Zw?authuser=0&hl=en&rclk=1","Krazy Boutique","5.0","(1)","·","Women's clothing store","·","Guru Gobind Singh Ji Rd, near Pawan Medicals","·","Closed","⋅ Opens 11AM Mon","·","093256 11787","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","·","In-store pick-up","","",""
"https://www.google.com/maps/place/Kings+Collections/data=!4m7!3m6!1s0x3bd1d68c0fe0949d:0x310a6301cc5e64d1!8m2!3d19.1786813!4d77.3045257!16s%2Fg%2F11c1pq87q7!19sChIJnZTgD4zW0TsR0WRezAFjCjE?authuser=0&hl=en&rclk=1","Kings Collections","3.5","(11)","·","Clothing store","·","58H3+FRC, Behind Pahenava Dresses","·","Open","⋅ Closes 11PM","·","091754 48832","https://lh6.googleusercontent.com/liFYqs95eGA3cX41MUVAllTtvoR0qCR3JQnjilJg39sG_1trcVDehPw6LDFRC8N4=w163-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Classic+Designer+Sarees+%26+Dress+Material/data=!4m7!3m6!1s0x3bd1d68d8a90ae1f:0xa1c9e5a392047436!8m2!3d19.1838088!4d77.305273!16s%2Fg%2F11cryd3tgy!19sChIJH66Qio3W0TsRNnQEkqPlyaE?authuser=0&hl=en&rclk=1","Classic Designer Sarees & Dress Material","4.5","(2)","·","Women's clothing store","·","58M4+G4C, Chaitanya Nagar Road, Below Bhagyalakshmi Bank, Raj Corner","·","Closed","⋅ Opens 10AM Sat","·","081800 88060","https://lh3.googleusercontent.com/aK5OIaNrDDKiZRF8xqKZoL25zd48jZBK0EMg33yY-1iY12b_rP9vVzWRE2Qi4MeG=w163-h92-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/BHAGWATI+CLOTH+STORES/data=!4m7!3m6!1s0x3bd1d637f9d00da5:0x185f4308b0000000!8m2!3d19.1492528!4d77.3211776!16s%2Fg%2F11p6slvrlg!19sChIJpQ3Q-TfW0TsRAAAAsAhDXxg?authuser=0&hl=en&rclk=1","BHAGWATI CLOTH STORES","4.0","(2)","·","Men's clothing store","·","48XC+PF3, Ridhi sidhi Complex","·","Closed","⋅ Opens 10AM Sat","·","097304 86561","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/India+Dresses/data=!4m7!3m6!1s0x3bd1d731a55f7f7d:0x663072bf87859ad2!8m2!3d19.1531585!4d77.3109835!16s%2Fg%2F11p74bxv9d!19sChIJfX9fpTHX0TsR0pqFh79yMGY?authuser=0&hl=en&rclk=1","India Dresses","5.0","(2)","·","Clothing store","·","Shop No, Ramgadiya Complex, 2, Vazirabad Rd","·","","","090215 51408","","https://lh5.googleusercontent.com/8n46hQuP33MAwQ0ECzCotdnwG8TqUi_249q20WTDR6p8zlB_CyRdcwp8IuFZf8OR=w163-h92-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/W+Aurelia/data=!4m7!3m6!1s0x3bd1d753fc175869:0xc8fea96b516f4bac!8m2!3d19.129106!4d77.309795!16s%2Fg%2F11ghdrk3m5!19sChIJaVgX_FPX0TsRrEtvUWup_sg?authuser=0&hl=en&rclk=1","W Aurelia","2.0","(1)","·","Clothing store","·","Ground floor, Old Big Bazaar Nanded Square Mall","·","Closes soon","⋅ 10:30PM ⋅ Opens 10:30AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipOhbbtBNYHnv9r_HZaV5Pd3AXB0O-aHCQ53-CrX=w122-h92-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/Silverleaf+nanded/data=!4m7!3m6!1s0x3bd1d7154a872ab9:0x29095310747231f4!8m2!3d19.1529824!4d77.3126525!16s%2Fg%2F11fkrtx3g9!19sChIJuSqHShXX0TsR9DFydBBTCSk?authuser=0&hl=en&rclk=1","Silverleaf nanded","4.2","(22)","·","Clothing store","·","Gandhi Towers, 3-2-460 Jain mandir galli Opposite to","·","Closes soon","⋅ 10PM ⋅ Opens 11AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipOZU6TAsihJ5OQaHB8POBe_kYC0fNdZTbeqB3PW=w80-h106-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Anmol+Readymade+Dresses/data=!4m7!3m6!1s0x3bd1d68c3aaa4835:0xdf9c4f0e2b8c40d1!8m2!3d19.1801424!4d77.3044576!16s%2Fg%2F11c1pldqn5!19sChIJNUiqOozW0TsR0UCMKw5PnN8?authuser=0&hl=en&rclk=1","Anmol Readymade Dresses","","","·","Men's clothing store","·","58J3+3Q4, Sonai Plaza, Workshop Corner","·","Closed","⋅ Opens 10AM Sat","·","090495 17431","https://lh6.googleusercontent.com/mocP__KYePIztHzfEP9rUezkTn0f7-nPkfQhQsN28syLEmsjsV3Skvta7Y5iwveW=w163-h92-k-no","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/Royal+Mens+Wear/data=!4m7!3m6!1s0x3bd1d641a57129b9:0x3e9f3dd1cc2a48ff!8m2!3d19.1531535!4d77.3109835!16s%2Fg%2F11c533h59t!19sChIJuSlxpUHW0TsR_0gqzNE9nz4?authuser=0&hl=en&rclk=1","Royal Mens Wear","5.0","(2)","·","Clothing store","·","Opp. Bhaji Mandi","·","Closes soon","⋅ 10PM ⋅ Opens 10AM Sat","·","088884 71349","https://lh5.googleusercontent.com/p/AF1QipPvhZmhfhdZbrL8BUzlmGeQCMvIRCnAG94v8uDZ=w122-h92-k-no","In-store shopping","·","","","","",""
"https://www.google.com/maps/place/Kid's+wear/data=!4m7!3m6!1s0x3bd1d7d3cea1464d:0xa0a93a8737fee7c5!8m2!3d19.1470294!4d77.3235838!16s%2Fg%2F11ql91gmdp!19sChIJTUahztPX0TsRxef-N4c6qaA?authuser=0&hl=en&rclk=1","Kid's wear","","","·","Clothing store","·","Old Mondha-Chowk Rd","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","In-store shopping","·","","","No reviews","",""
"https://www.google.com/maps/place/Tyzer/data=!4m7!3m6!1s0x3bd1d638632279a3:0x125c8420f01c6388!8m2!3d19.1489056!4d77.3182677!16s%2Fg%2F11gbxj4tdl!19sChIJo3kiYzjW0TsRiGMc8CCEXBI?authuser=0&hl=en&rclk=1","Tyzer","3.7","(29)","·","Clothing store","·","Shop no. 4/1/22, Hanuman Tekadi,, Old Mondha, Hyder Bagh, Dashmesh Nagar,, near Rathor Brothers","·","Closed","⋅ Opens 10AM Sat","","","https://lh5.googleusercontent.com/p/AF1QipPCV4mNJuH3ptiKlWabgMWg9pgw-WICyVbFwhgV=w138-h92-k-no","In-store shopping","·","·","Delivery","","",""
"https://www.google.com/maps/place/Kanha+Men's+Wear/data=!4m7!3m6!1s0x3bd1d641be3d5dad:0xd4bc7ab29fc7ba80!8m2!3d19.1535712!4d77.3111708!16s%2Fg%2F11cr_t0_7z!19sChIJrV09vkHW0TsRgLrHn7J6vNQ?authuser=0&hl=en&rclk=1","Kanha Men's Wear","5.0","(1)","·","Men's clothing store","·","5836+CFF, Opp. Shreyas Banglore Bakery","·","Closed","⋅ Opens 10:30AM Sat","·","073850 64338","https://lh3.googleusercontent.com/6nHxOeUencf-YLr76VbnUjacJRw2D-qDzGmwU7ipXI9-C2aV4PgyQL2kcXQlPOw6=w163-h92-k-no","In-store shopping","·","","","","",""
